Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
6132	245.28	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6133	245.32000000000002	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6134	245.36	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6135	245.4	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6136	245.44000000000003	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6137	245.48000000000002	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6138	245.52	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6139	245.56	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6140	245.60000000000002	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6141	245.64000000000001	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6142	245.68	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6143	245.72000000000003	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6144	245.76000000000002	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6145	245.8	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6146	245.84	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6147	245.88000000000002	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6148	245.92000000000002	1	Earn and van laugh and kiss on the bed	Van relaxes	Van, Earn	1	1	"I love that" "You're so stupid"	Earn, Van	1	1	Bedroom	1	Earn's Dream	
6149	245.96	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6150	246.00000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6151	246.04000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6152	246.08	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6153	246.12	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6154	246.16000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6155	246.20000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6156	246.24	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6157	246.28	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6158	246.32000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6159	246.36	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6160	246.4	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6161	246.44000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6162	246.48000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6163	246.52	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6164	246.56	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6165	246.60000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6166	246.64000000000001	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6167	246.68	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6168	246.72000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6169	246.76000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6170	246.8	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6171	246.84	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6172	246.88000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6173	246.92000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6174	246.96	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6175	247.00000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6176	247.04000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6177	247.08	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6178	247.12	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6179	247.16000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6180	247.20000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6181	247.24	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6182	247.28000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6183	247.32000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6184	247.36	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6185	247.4	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6186	247.44000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6187	247.48000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6188	247.52	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6189	247.56	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6190	247.60000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6191	247.64000000000001	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6192	247.68	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6193	247.72000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6194	247.76000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6195	247.8	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6196	247.84	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6197	247.88000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6198	247.92000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6199	247.96	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6200	248.00000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6201	248.04000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6202	248.08	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6203	248.12	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6204	248.16000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6205	248.20000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6206	248.24	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6207	248.28000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6208	248.32000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6209	248.36	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6210	248.4	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6211	248.44000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6212	248.48000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6213	248.52	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6214	248.56	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6215	248.60000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6216	248.64000000000001	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6217	248.68	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6218	248.72000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6219	248.76000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6220	248.8	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6221	248.84	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6222	248.88000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6223	248.92000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6224	248.96	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6225	249.00000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6226	249.04000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6227	249.08	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6228	249.12	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6229	249.16000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6230	249.20000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6231	249.24	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6232	249.28000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6233	249.32000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6234	249.36	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6235	249.4	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6236	249.44000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6237	249.48000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6238	249.52	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6239	249.56	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6240	249.60000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6241	249.64000000000001	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6242	249.68	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6243	249.72000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6244	249.76000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6245	249.8	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6246	249.84	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6247	249.88000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6248	249.92000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6249	249.96	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6250	250.00000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6251	250.04000000000002	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6252	250.08	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6253	250.12	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
6254	250.16000000000003	1	Van asks Earn to say he loves her. Earn laughs and does not say he loves her.	0	Van, Earn	1	1	"Tell me you love me"	Van	1	1	Bedroom	1	Earn's Dream	
